;iteration;age;model;rollback_mean;advance_mean;parallel_mean;rollback_max;advance_max;parallel_max;rollback_max_id;advance_max_id;parallel_max_id;rollback_perc;fast_rollback;fast_advance
37;9;20;Continent_frame;21.60365809561415;-19.57324291731458;23.093650699826448;72.17190821323098;-73.37249528603128;85.16216800568996;738.0;669.0;847.0;58.813263525305416;0.0;12.216404886561955
38;9;30;Continent_frame;26.435559127912747;-15.840155950455113;30.750206100138282;94.92088943220267;-79.37885601824355;113.53235834961038;821.0;678.0;662.0;66.3023679417122;0.0;5.646630236794172
39;9;40;Continent_frame;23.66051873350849;-13.88125886132798;21.961300487451567;108.22570972810371;-45.64665231012105;121.34576603598951;659.0;610.0;2015.0;69.13357400722022;0.36101083032490977;1.263537906137184
40;10;10;Continent_frame;23.516401963781668;-14.273167270877096;23.16570169720224;107.68199188353432;-74.82332423975598;86.92718790351044;679.0;689.0;821.0;64.98951781970649;1.257861635220126;6.079664570230608
41;10;20;Continent_frame;22.10185299527246;-19.65336824627706;22.787995048001818;72.8409284229782;-73.6556490564184;85.93830637600959;738.0;669.0;847.0;58.1151832460733;0.0;12.390924956369982
42;10;30;Continent_frame;22.43641899524507;-12.019706309726548;26.791648426715497;81.79006956357415;-71.06905461224711;100.14296298350422;821.0;678.0;662.0;70.49180327868852;0.0;3.825136612021858
43;10;40;Continent_frame;26.0800832570252;-16.125985939612743;22.818977555988766;109.57203413547222;-45.893117168121066;120.61799509766223;659.0;610.0;2015.0;64.8014440433213;0.5415162454873645;2.3465703971119134
44;11;10;Continent_frame;24.24871352173158;-14.858747434780685;23.282451320327727;108.0328246653612;-74.16543691078928;86.44558089302272;679.0;689.0;821.0;65.40880503144653;1.257861635220126;5.870020964360587
45;11;20;Continent_frame;24.568969269545345;-19.123597216363326;28.455737290881036;70.7780137404985;-67.05085587948355;90.1932851172458;853.0;669.0;413.0;56.8935427574171;0.0;9.598603839441536
46;11;30;Continent_frame;30.813409765698207;-18.35578354563995;33.559148248661884;102.1799745441183;-76.54018124803379;120.03843162240912;821.0;678.0;662.0;62.295081967213115;0.546448087431694;8.014571948998178
47;11;40;Continent_frame;25.2090141264559;-14.40386571360823;22.065224844529226;105.95912208385745;-45.57030355845282;119.53106208420922;659.0;610.0;2015.0;66.4259927797834;0.36101083032490977;1.444043321299639
48;12;10;Continent_frame;24.22129102088685;-14.841711135753801;23.26647199957859;107.93487392623784;-74.07104633969595;86.34208205593985;679.0;689.0;821.0;65.40880503144653;1.257861635220126;5.870020964360587
49;12;20;Continent_frame;21.333990543842894;-19.597420267259274;22.743437855443382;71.58135763067516;-72.25962475319537;85.40894848045852;738.0;669.0;201.0;59.51134380453752;0.0;12.216404886561955
50;12;30;Continent_frame;21.119561822212845;-14.06770654284557;27.06180344488402;83.28358871593983;-72.3082887971604;101.8940840980259;821.0;678.0;662.0;74.86338797814209;0.0;4.007285974499089
51;12;40;Continent_frame;23.18452396396305;-11.14777314193958;21.50234132307137;106.28333799079246;-46.491080099748004;120.47068718430856;659.0;610.0;2015.0;69.85559566787003;0.36101083032490977;1.263537906137184
52;13;10;Continent_frame;23.193170083564706;-14.136961022421978;23.192858350050443;107.78389414387588;-75.11594735239805;87.38115618929123;679.0;689.0;821.0;65.19916142557652;1.257861635220126;6.289308176100629
53;13;20;Continent_frame;21.040876022612313;-19.95897131059829;22.16540442051288;70.83905745642963;-71.45423211928086;87.34774465027938;738.0;669.0;201.0;60.38394415357766;0.0;12.041884816753926
54;13;30;Continent_frame;22.98017674530989;-12.765810308992585;26.61883592516732;80.43412755185331;-70.6452852858818;97.85081846195757;821.0;678.0;662.0;69.76320582877959;0.0;3.278688524590164
55;13;40;Continent_frame;32.574595652081705;-26.182363518093062;25.91748885225606;116.05572430970354;-59.288785433655455;122.61483302477366;659.0;346.0;2015.0;58.844765342960294;0.7220216606498195;19.314079422382672
56;14;10;Continent_frame;23.711268336078806;-14.616527964453129;23.254082213608157;107.90628898341315;-74.42871786842498;86.28639074380058;679.0;689.0;821.0;65.61844863731656;1.257861635220126;6.079664570230608
57;14;20;Continent_frame;22.007069757144894;-19.440827192660596;22.627517207758583;72.36620780202641;-72.76073221210777;85.53156582867354;738.0;669.0;847.0;58.289703315881326;0.0;12.216404886561955
58;14;30;Continent_frame;21.135796052167333;-14.150637454733848;27.335210484673713;84.89770698576314;-72.7158619507915;103.36855938441808;821.0;678.0;662.0;74.86338797814209;0.0;4.007285974499089
59;14;40;Continent_frame;31.482465751939504;-23.544560161330942;25.14702474691438;115.06463698006527;-54.84302123302117;121.9366960186568;659.0;346.0;2015.0;59.205776173285194;0.7220216606498195;15.884476534296029
60;15;10;Continent_frame;23.636148051813688;-14.461156369574232;23.294199787053778;108.36146308332832;-75.4493135042538;87.44794868687194;679.0;689.0;821.0;65.19916142557652;1.257861635220126;6.079664570230608
61;15;20;Continent_frame;22.11573868349923;-19.675695265730198;22.098010160910196;72.00475612571351;-72.07177554304249;87.04449128264906;738.0;669.0;201.0;58.46422338568935;0.0;12.56544502617801
62;15;30;Continent_frame;22.624068156682064;-12.523334808627258;26.727973046331837;81.36027974544523;-71.57103099370686;98.48368673383908;821.0;678.0;662.0;70.12750455373407;0.0;3.825136612021858
63;15;40;Continent_frame;22.829480149598105;-9.506848515846098;21.40713557965167;106.83256105517839;-47.172226089666246;120.8358851725574;659.0;610.0;2015.0;70.21660649819495;0.36101083032490977;1.444043321299639
64;16;10;Continent_frame;23.83427266618724;-14.528889075188;23.252662932588546;108.05170201187946;-74.78343966562022;86.62609107423174;679.0;689.0;821.0;65.19916142557652;1.257861635220126;6.079664570230608
65;16;20;Continent_frame;21.198405542502474;-19.7498413765901;22.449866007729522;71.25859401397491;-71.99156835622779;86.3203910508745;738.0;669.0;201.0;59.860383944153575;0.0;12.216404886561955
66;16;30;Continent_frame;21.338133683837025;-14.70845892018826;27.1509355109789;81.99069852186697;-73.99089826167372;100.61151556812621;821.0;678.0;662.0;74.68123861566485;0.0;3.825136612021858
67;16;40;Continent_frame;25.293117230267605;-15.36028929946754;22.427748854778365;107.90023223227742;-46.175921138813884;119.88234610219679;659.0;610.0;2015.0;66.4259927797834;0.36101083032490977;1.9855595667870036
68;17;10;Continent_frame;24.225385125236663;-14.844221394748818;23.268641517774658;107.94796750810565;-74.08317301267941;86.35581000793407;679.0;689.0;821.0;65.40880503144653;1.257861635220126;5.870020964360587
69;17;20;Continent_frame;21.684200482178554;-19.62610616610338;22.79970799622946;72.2439929861406;-72.6605166880912;85.36263144847709;738.0;669.0;847.0;58.98778359511344;0.0;12.216404886561955
70;17;30;Continent_frame;21.368752910586675;-15.482624270198267;28.02919872988327;87.66505869251183;-74.52269238317203;106.77433066192187;821.0;678.0;662.0;75.40983606557377;0.0;4.007285974499089
71;17;40;Continent_frame;24.203736942691428;-13.606482935221168;21.8755263209842;106.49220752612435;-45.95538217020473;120.02742739844363;659.0;610.0;2015.0;68.23104693140795;0.36101083032490977;1.444043321299639
72;18;10;Continent_frame;22.811679609884298;-13.232343175176576;23.069492502978253;107.2158992869408;-75.58647980694818;88.63147062060497;679.0;689.0;821.0;63.731656184486376;1.0482180293501049;6.708595387840671
73;18;20;Continent_frame;21.08372881191879;-20.321147579642542;21.691427907923753;70.24388817086813;-69.8486298830411;89.34074323041438;738.0;669.0;201.0;61.08202443280978;0.0;11.8673647469459
74;18;30;Continent_frame;21.225922892353527;-14.723213023347933;27.026753636259006;81.70056500539299;-73.435528489861;99.97256744999136;821.0;678.0;662.0;74.86338797814209;0.0;3.825136612021858
75;18;40;Continent_frame;32.11311042931109;-25.68739564224955;25.75334330723484;116.25297297064509;-58.14411946237165;122.65372885165193;659.0;346.0;2015.0;59.205776173285194;0.7220216606498195;19.133574007220215
76;19;10;Continent_frame;23.858339032752035;-14.556373229716458;23.223614292499825;107.893418390466;-74.57651514446428;86.4720455761711;679.0;689.0;821.0;65.19916142557652;1.257861635220126;6.079664570230608
77;19;20;Continent_frame;21.368395099219736;-19.25976809470339;23.446347858288096;71.17577162106161;-70.96842132588783;84.29764722345816;738.0;669.0;201.0;59.68586387434554;0.0;12.390924956369982
78;19;30;Continent_frame;21.34663707917182;-14.40208273033125;27.246919830128007;83.21131071470194;-73.58164727331842;102.40817745252565;821.0;678.0;662.0;74.68123861566485;0.0;4.007285974499089
79;19;40;Continent_frame;31.34410247007042;-23.719527489815196;25.564632205147475;116.71338761061094;-55.189304620394566;121.63398176870243;659.0;346.0;2015.0;59.56678700361011;0.7220216606498195;16.064981949458485
80;20;10;Continent_frame;23.859745202586264;-14.443593912550686;23.22261825620367;107.92480380622624;-74.7212830595435;86.5530955853901;679.0;689.0;821.0;64.98951781970649;1.257861635220126;6.079664570230608
81;20;20;Continent_frame;22.44479915818634;-20.33545652890123;23.078671116311543;74.2284172435726;-75.23869013301783;87.25992267333899;738.0;669.0;847.0;57.940663176265275;0.0;13.263525305410123
82;20;30;Continent_frame;21.383452998056974;-14.832831501727862;28.386820196708502;90.28653585417155;-72.19045638510813;107.51491588507221;821.0;678.0;662.0;74.68123861566485;0.0;4.371584699453552
83;20;40;Continent_frame;25.061809565354352;-15.069276866303388;22.34854776186173;108.4661692772146;-45.41885923215866;120.90424214977548;659.0;610.0;2015.0;66.4259927797834;0.36101083032490977;1.444043321299639
84;21;10;Continent_frame;24.208189083715137;-14.727717683338444;23.255769063366092;107.94761800263417;-74.22344356156425;86.41948622781894;679.0;689.0;821.0;65.19916142557652;1.257861635220126;5.870020964360587
85;21;20;Continent_frame;21.83456787442318;-20.20956680406023;23.30878247525505;73.38647920712712;-74.68033376849272;86.31779759294851;738.0;669.0;847.0;58.813263525305416;0.0;12.390924956369982
86;21;30;Continent_frame;23.366996951433443;-13.33826115538339;26.40331414098913;79.16443131188169;-67.74222779188985;96.8229532908245;821.0;678.0;662.0;69.76320582877959;0.0;3.096539162112933
87;21;40;Continent_frame;23.340992908322175;-12.72381610592986;21.694969346223296;106.78660256183855;-46.03732998300175;120.63268413904703;659.0;610.0;2015.0;69.85559566787003;0.36101083032490977;1.263537906137184
88;22;10;Continent_frame;20.98228122738793;-14.375342778160302;23.0932730204765;107.09915563513597;-76.6556559297858;90.52977488290601;679.0;689.0;821.0;66.87631027253668;0.8385744234800839;6.918238993710692
89;22;20;Continent_frame;22.054861344742395;-20.65809191518777;21.492793737812704;70.71089072400243;-70.55977696259626;90.53735597307904;738.0;669.0;201.0;59.68586387434554;0.0;13.089005235602095
90;22;30;Continent_frame;22.79261465769965;-11.834744369232578;26.69041136415131;83.06920957557853;-69.94245979751648;97.75004324262744;821.0;678.0;662.0;68.6703096539162;0.0;4.007285974499089
91;22;40;Continent_frame;32.55187115853065;-26.13904256671615;25.90337219829179;116.08141805039641;-59.20325173891591;122.65622837964698;659.0;346.0;2015.0;58.844765342960294;0.7220216606498195;19.314079422382672
92;23;10;Continent_frame;23.42519709957724;-14.221441903517302;23.182382236228943;107.79086386776099;-75.05956530867739;87.24697006232347;679.0;689.0;821.0;64.98951781970649;1.257861635220126;6.289308176100629
93;23;20;Continent_frame;20.773577420986527;-19.59365471448243;22.068785734867905;69.62979792112542;-69.70649534506765;88.5242894660953;738.0;669.0;201.0;60.90750436300174;0.0;11.518324607329843
94;23;30;Continent_frame;23.933589335732407;-12.7919631221517;26.889798985835647;77.89078382597621;-71.97891236940022;98.49490383958342;821.0;678.0;662.0;68.6703096539162;0.0;3.278688524590164
95;23;40;Continent_frame;22.9582900270236;-12.081033065288501;21.676064683506564;107.7403134811583;-46.168915845131046;121.3829980946553;659.0;610.0;2015.0;70.3971119133574;0.36101083032490977;1.263537906137184
96;24;10;Continent_frame;24.3490313287034;-15.160404709619808;23.284376909667127;107.79453601968032;-73.54324284774178;86.08365349838002;679.0;689.0;821.0;65.82809224318659;1.257861635220126;5.870020964360587
97;24;20;Continent_frame;22.054618493738;-20.90683257976907;23.976904508226237;74.68384127027753;-75.95729999468145;87.45287873338597;738.0;669.0;847.0;58.98778359511344;0.0;12.739965095986038
98;24;30;Continent_frame;21.97506447061141;-15.016057099840566;28.53277803849307;90.15381560255408;-74.5103514482791;107.98978150874407;821.0;678.0;662.0;73.58834244080145;0.0;4.371584699453552
99;24;40;Continent_frame;26.220392490967388;-16.158898662279423;22.82744087962318;110.47239397002491;-44.738566816141955;121.96126197671197;659.0;610.0;2015.0;64.07942238267148;0.5415162454873645;2.3465703971119134
100;25;10;Continent_frame;23.62224807078569;-14.371623150417788;23.234637936460405;108.10160951367472;-75.28539160768214;87.36388614467529;679.0;689.0;821.0;64.98951781970649;1.257861635220126;6.289308176100629
101;25;20;Continent_frame;22.085721692517417;-19.81593943740425;22.650674607439914;72.85176354447115;-73.60685533471404;85.99585935593285;738.0;669.0;847.0;58.289703315881326;0.0;12.56544502617801
102;25;30;Continent_frame;21.59553600774965;-15.149756569403541;28.1916166995497;88.56870399723866;-73.53288271852448;107.80544573382846;821.0;678.0;662.0;74.86338797814209;0.0;4.371584699453552
103;25;40;Continent_frame;22.931940146493787;-7.1211363911543275;21.141959910517397;105.48251267952502;-48.178637329305886;119.98297603467547;659.0;610.0;2015.0;69.67509025270758;0.36101083032490977;1.444043321299639
104;26;10;Continent_frame;24.104571866002246;-14.968495861699951;23.281914385039013;107.61484084444065;-73.25845483428706;85.60533954990876;679.0;689.0;821.0;66.0377358490566;1.257861635220126;5.870020964360587
105;26;20;Continent_frame;21.74549507245488;-19.605984772360475;22.945818673343666;72.39529511841383;-72.95659871040989;85.46551396778405;738.0;669.0;847.0;58.813263525305416;0.0;12.216404886561955
106;26;30;Continent_frame;20.857140618193263;-14.748145075928681;26.907528540326616;82.00390085597218;-71.66911252134308;101.41764766532971;821.0;678.0;662.0;76.13843351548269;0.0;4.007285974499089
107;26;40;Continent_frame;23.94618962826624;-15.064199526907661;22.280291921042064;108.9937879195327;-46.108909252607006;121.04693708485246;659.0;610.0;2015.0;68.95306859205776;0.5415162454873645;1.444043321299639
108;27;10;Continent_frame;22.36667864988755;-12.992815496698926;23.17079880307022;107.63473120057684;-77.22598760118701;91.05778965694026;679.0;689.0;821.0;63.102725366876314;0.8385744234800839;6.918238993710692
109;27;20;Continent_frame;21.322182449387633;-20.865351812410463;21.460436071067264;70.07120941012711;-69.95014040568259;90.65405719512552;738.0;669.0;201.0;61.08202443280978;0.0;11.8673647469459
110;27;30;Continent_frame;21.182166898180583;-14.727212350833053;27.71907734106696;86.80347072810973;-73.82132879032662;104.95249767318101;821.0;678.0;662.0;75.0455373406193;0.0;4.189435336976321
111;27;40;Continent_frame;25.72119383522021;-16.52730276116843;23.140356228681163;111.18991069535711;-47.138614367501866;120.600308145436;659.0;610.0;2015.0;65.70397111913357;0.5415162454873645;2.166064981949458
112;28;10;Continent_frame;23.096333169643927;-14.306816984629666;23.225659870375154;107.92773686238444;-75.19705485464225;87.41327161751789;679.0;689.0;821.0;65.61844863731656;1.257861635220126;6.289308176100629
113;28;20;Continent_frame;21.157384233701038;-19.928275250072982;22.073107743561213;70.88263980356814;-70.90668057850893;87.60580541538911;738.0;669.0;201.0;60.38394415357766;0.0;12.041884816753926
114;28;30;Continent_frame;22.997443334903366;-12.923934704435714;26.757088962736944;80.2246161824944;-72.13268146398636;97.74704172365576;821.0;678.0;662.0;69.76320582877959;0.0;3.278688524590164
115;28;40;Continent_frame;23.024443667040835;-12.005501719964842;21.674085504625264;107.69134161806072;-46.19357591196002;121.33466630719835;659.0;610.0;2015.0;70.21660649819495;0.36101083032490977;1.263537906137184
116;29;10;Continent_frame;23.123967641398448;-13.961567055570024;23.15492249866947;107.70600420087315;-75.4115320125659;87.91894581475972;679.0;689.0;821.0;64.77987421383648;1.0482180293501049;6.498951781970649
117;29;20;Continent_frame;20.98253415942279;-20.036999647565498;22.28177395354834;71.02823197253988;-71.55879000514092;86.90035745467759;738.0;669.0;201.0;60.55846422338569;0.0;12.041884816753926
118;29;30;Continent_frame;22.981199638828034;-14.977898619064721;28.695317328380707;89.27642536321964;-77.02526375349713;108.526822975333;821.0;678.0;662.0;71.76684881602914;0.0;4.553734061930783
119;29;40;Continent_frame;22.888541348970104;-9.481273651466342;21.390060730657776;106.73524653825599;-47.079182073589585;120.83889807254634;659.0;610.0;2015.0;70.03610108303249;0.36101083032490977;1.444043321299639
120;30;10;Continent_frame;23.85974520258627;-14.443593912550691;23.222618256203667;107.92480380622624;-74.7212830595435;86.5530955853901;679.0;689.0;821.0;64.98951781970649;1.257861635220126;6.079664570230608
121;30;20;Continent_frame;22.00111005651873;-19.793742099119203;22.89887289536909;72.92551242928577;-74.01080002654025;85.97609920851438;738.0;669.0;847.0;58.289703315881326;0.0;12.56544502617801
122;30;30;Continent_frame;23.250641470764855;-12.979982459837048;26.48104309572679;79.48262029972051;-68.67736130516036;97.64768367701629;821.0;678.0;662.0;69.76320582877959;0.0;3.096539162112933
123;30;40;Continent_frame;23.96360236578753;-14.215230263127395;22.058829774259067;108.2273483401676;-45.71859777828615;121.1076383069279;659.0;610.0;2015.0;68.59205776173285;0.36101083032490977;1.444043321299639
124;31;10;Continent_frame;23.989128874531126;-14.600692924069829;23.251029374919447;107.9895354203366;-74.51363224157421;86.50232344094664;679.0;689.0;821.0;65.19916142557652;1.257861635220126;6.079664570230608
125;31;20;Continent_frame;20.746703946666166;-19.62933430375765;22.625326279120216;70.39759022175981;-70.92343400701851;86.5248055253148;738.0;669.0;201.0;60.73298429319372;0.0;11.8673647469459
126;31;30;Continent_frame;24.010010803431367;-14.549598041878351;26.774565929448443;76.42093754217574;-71.79494614707026;95.68316164589456;821.0;678.0;662.0;69.58105646630237;0.0;3.825136612021858
127;31;40;Continent_frame;23.896691137244876;-14.300338533237975;22.06192451391698;108.26595749178725;-45.71169998349802;121.13526759423699;659.0;610.0;2015.0;68.7725631768953;0.36101083032490977;1.444043321299639
128;32;10;Continent_frame;24.571576498542324;-15.296867452282758;23.367926738618603;108.18000282607233;-73.78566327329112;86.46287348747384;679.0;689.0;821.0;65.82809224318659;1.257861635220126;5.870020964360587
129;32;20;Continent_frame;22.0703444004677;-20.837935509957553;24.139547729950557;74.59361513153185;-75.77744426204974;87.32417390646361;738.0;669.0;847.0;58.98778359511344;0.0;12.914485165794066
130;32;30;Continent_frame;21.320415289423845;-12.821911797463608;26.896035863643853;83.38177641714034;-70.27120836711394;101.04962950955758;821.0;678.0;662.0;73.40619307832422;0.0;4.007285974499089
131;32;40;Continent_frame;25.529681784640843;-16.399883811107163;22.891774982977267;110.07433991959923;-46.50974547369088;120.52221975180395;659.0;610.0;2015.0;66.06498194945848;0.5415162454873645;2.166064981949458
132;33;10;Continent_frame;23.77619801786207;-14.504716091504415;23.216870858750806;107.86425973125638;-74.62367075870944;86.44758907655812;679.0;689.0;821.0;65.19916142557652;1.257861635220126;6.079664570230608
133;33;20;Continent_frame;21.523547864368606;-19.53855159802472;22.34795714912123;71.44799039778172;-71.6144815255775;86.47157938286215;738.0;669.0;201.0;59.33682373472949;0.0;12.216404886561955
134;33;30;Continent_frame;22.000262982949206;-12.835836986486793;26.84925502503758;81.96265161684622;-72.24608432798537;99.61548307835179;821.0;678.0;662.0;71.76684881602914;0.0;3.825136612021858
135;33;40;Continent_frame;23.94726815831039;-13.66928973549352;21.868782798741137;106.79969809069914;-45.93212463572178;120.28251120080779;659.0;610.0;2015.0;68.7725631768953;0.36101083032490977;1.263537906137184
136;34;10;Continent_frame;22.464995127307557;-12.97896463287453;23.22151641369611;107.92481589334278;-77.40156918672683;91.1390495665662;679.0;689.0;821.0;63.102725366876314;0.8385744234800839;6.918238993710692
137;34;20;Continent_frame;21.37423104101731;-20.29428791294602;21.466748711601976;69.49740904198555;-69.98508831974792;90.86443912010404;738.0;669.0;201.0;60.38394415357766;0.0;11.518324607329843
138;34;30;Continent_frame;21.271034287297258;-14.707440114226358;27.691584030474345;86.33832744622539;-73.66676781655102;105.19840261843127;821.0;678.0;662.0;75.0455373406193;0.0;4.007285974499089
139;34;40;Continent_frame;31.196070493362452;-22.9785840538973;25.257005159574433;116.01436105719937;-54.01025908183835;121.73549344628911;659.0;346.0;2015.0;59.38628158844765;0.7220216606498195;15.523465703971121
140;35;10;Continent_frame;21.28048503459391;-14.026162382536791;23.113827606279717;107.25380567919247;-76.80438741151679;90.65792065513978;679.0;689.0;821.0;66.0377358490566;0.8385744234800839;6.918238993710692
