No.;Kimberlite_Occurrence;Country;Longitude;Latitude;Geochronology_Method_(minerals_etc);Geochronology_Method_(isotope_system);Age
402;191X084;Angola;17.08915;-11.18863;Zircon;U-Th-Pb;252
406;191X103;Angola;17.09192;-11.18418;Zircon;U-Th-Pb;250
412;Lubia-08_(191/X030);Angola;17.1849;-11.1157;Kelyphite_after_Garnet;Ar-Ar;245
422;Lubia-06_191/(X032);Angola;17.17912;-11.136;Kelyphite_after_Garnet;Ar-Ar;239
425;191X035;Angola;17.18841;-11.11025;Zircon;U-Th-Pb;238
430;191X141;Angola;17.14307;-11.23623;Zircon;U-Th-Pb;236
431;LUBIA;Angola;17.15589;-11.19265;Zircon;U-Th-Pb;236
432;Mbueto-06_(191/X135);Angola;17.08417;-11.18795;Zircon;U-Th-Pb;236
436;191X104;Angola;17.08413;-11.19157;Zircon;U-Th-Pb;235
439;Mbueto-04_(191/X100);Angola;17.09121;-11.19376;Zircon;U-Th-Pb;233
441;191X139;Angola;17.1256;-11.1434;Zircon;U-Th-Pb;229
449;191X008;Angola;17.1274;-11.2047;Zircon;U-Th-Pb;222
451;Lubia-10_(191/X142);Angola;17.14507;-11.16548;Zircon;U-Th-Pb;221
452;Mbueto-05_(191/X101);Angola;17.08612;-11.19574;Zircon;U-Th-Pb;221
455;191/X148;Angola;17.11843;-11.15527;Zircon;U-Th-Pb;216
566;86X039;Angola;20.8134;-8.4204;Phlogopite;Rb-Sr;154
617;AC1;Angola;19.904;-9.877;Perovskite;U-Th-Pb;145
620;104X037;Angola;20.56434;-8.53255;Zircon;U-Th-Pb;144
621;86X179;Angola;20.6725;-8.3778;Zircon;U-Th-Pb;144
630;86X371;Angola;20.99769;-8.46313;Perovskite;U-Th-Pb;141
639;Catoca;Angola;20.3022;-9.4039;Zircon;U-Th-Pb;139
644;86X179;Angola;20.6725;-8.3778;Zircon;U-Th-Pb;139
646;121X015;Angola;20.3702;-9.4193;Zircon;U-Th-Pb;138
647;86X059;Angola;20.6893;-8.374;Zircon;U-Th-Pb;138
649;86X281;Angola;20.56244;-8.26351;Perovskite;U-Th-Pb;137
650;86X017;Angola;20.6786;-8.3775;Perovskite;U-Th-Pb;136
651;86X129;Angola;20.7682;-8.345;Zircon;U-Th-Pb;136
652;AC139;Angola;19.943;-9.91;Perovskite;U-Th-Pb;136
653;Nova_Lisboa-01;Angola;15.7728;-12.3431;Zircon;U-Th-Pb;136
655;121X007;Angola;20.3771;-9.4063;Zircon;U-Th-Pb;135
656;86X114;Angola;20.6458;-8.2166;Zircon;U-Th-Pb;135
657;86X157;Angola;20.7478;-8.4007;Zircon;U-Th-Pb;135
658;Camutue_West;Angola;20.8104;-8.4266;Kelyphite_after_Garnet;Ar-Ar;135
659;86X311;Angola;20.52398;-8.27775;Zircon;U-Th-Pb;135
660;86X005;Angola;20.77813;-8.1944;Perovskite;U-Th-Pb;134
661;86X104;Angola;20.5853;-8.1464;Zircon;U-Th-Pb;134
662;86X319;Angola;20.69746;-8.36653;Perovskite;U-Th-Pb;134
663;Nova_Lisboa-17;Angola;15.8292;-12.56667;Zircon;U-Th-Pb;134
664;Val_Do_Queve;Angola;15.83333;-12.56667;Zircon;U-Th-Pb;134
666;86X078;Angola;20.6423;-8.223;Zircon;U-Th-Pb;134
667;86X311;Angola;20.52398;-8.27775;Zircon;U-Th-Pb;134
668;86X014;Angola;20.6617;-8.3499;Zircon;U-Th-Pb;133
669;86X059;Angola;20.6893;-8.374;Zircon;U-Th-Pb;133
670;86X102;Angola;20.6494;-8.2397;Zircon;U-Th-Pb;133
671;86X338;Angola;20.78011;-8.19386;Zircon;U-Th-Pb;133
672;Caixepa;Angola;20.8214;-8.4118;Phlogopite/Biotite;Rb-Sr;133
673;Catoca;Angola;20.3022;-9.4039;Phlogopite/Biotite;Rb-Sr;133
674;Nova_Lisboa-01;Angola;15.7728;-12.3431;Zircon;Fission_Track;133
675;104X083;Angola;20.55877;-8.53571;Zircon;U-Th-Pb;132
676;86X042;Angola;20.98014;-8.45747;Perovskite;U-Th-Pb;132
677;86X177;Angola;20.6792;-8.2275;Zircon;U-Th-Pb;132
678;86X017;Angola;20.6786;-8.3775;Zircon;U-Th-Pb;131
679;86X314;Angola;20.7117;-8.37112;Zircon;U-Th-Pb;131
680;103X014;Angola;20.45137;-8.55687;Zircon;U-Th-Pb;131
681;121X005;Angola;20.2999;-9.4175;Phlogopite;Ar-Ar;131
682;86X060;Angola;20.7048;-8.3671;Zircon;U-Th-Pb;130
683;86X075;Angola;20.636;-8.3535;Kelyphite_after_Garnet;Ar-Ar;130
685;86X014;Angola;20.6617;-8.3499;Phlogopite;Rb-Sr;129
686;86X016;Angola;20.695;-8.3667;Perovskite;U-Th-Pb;129
687;86X075;Angola;20.636;-8.3535;Phlogopite;Rb-Sr;129
688;86X192;Angola;20.7242;-8.2853;Zircon;U-Th-Pb;129
689;86X323;Angola;20.69164;-8.37031;Zircon;U-Th-Pb;129
693;86X176;Angola;20.68509;-8.23326;Zircon;U-Th-Pb;128
694;121X005;Angola;20.2999;-9.4175;Kelyphite_after_Garnet;Ar-Ar;127
697;86X361;Angola;20.72496;-8.35344;Zircon;U-Th-Pb;126
698;121X015;Angola;20.3702;-9.4193;Kelyphite_after_Garnet;Ar-Ar;126
699;86X323;Angola;20.69164;-8.37031;Zircon;U-Th-Pb;126
700;86X323;Angola;20.69165;-8.37022;Perovskite;U-Th-Pb;126
702;86X448;Angola;20.72302;-8.4152;Zircon;U-Th-Pb;126
706;86X361;Angola;20.72496;-8.35344;Zircon;U-Th-Pb;124
707;121X007;Angola;20.3771;-9.4063;Kelyphite_after_Garnet;Ar-Ar;124
708;Catoca;Angola;20.3022;-9.4039;Zircon;U-Th-Pb;124
709;86X019;Angola;20.7863;-8.3629;Kelyphite_after_Garnet;Ar-Ar;122
713;Tchiunzo;Angola;20.31313;-9.18233;Zircon;U-Th-Pb;121
714;86X367;Angola;20.76377;-8.39504;Zircon;U-Th-Pb;120
715;86X002;Angola;20.6654;-8.2194;Kelyphite_after_Garnet;Ar-Ar;120
716;86X003;Angola;20.696;-8.2239;Kelyphite_after_Garnet;Ar-Ar;120
721;86X063;Angola;20.7483;-8.1822;Zircon;U-Th-Pb;119
727;Catoca;Angola;20.3022;-9.4039;Zircon;U-Th-Pb;118
728;86X068;Angola;20.7867;-8.1999;Kelyphite_after_Garnet;Ar-Ar;117
733;AC254;Angola;19.893;-9.989;Phlogopite/Biotite;Rb-Sr;116
740;136X018;Angola;18.63098;-9.64596;Phlogopite/Biotite;Rb-Sr;113
741;AC197;Angola;19.89;-9.981;Zircon;U-Th-Pb;113
742;AC55;Angola;19.92;-9.977;Zircon;U-Th-Pb;113
748;Camafuca_Camazambo;Angola;20.515;-8.4473;Clinopyroxene;Ar-Ar;110
753;86X014;Angola;20.6617;-8.3499;Kelyphite_after_Garnet;Ar-Ar;108
712;Mount_Meredith_1;Antarctica;67.75;-71.21;Perovskite;U-Th-Pb;122
732;Mount_Meredith_1;Antarctica;67.75;-71.21;Phlogopite;Ar-Ar;117
4;Turkey-01;Australia;120.652;-28.8757;Phlogopite/Biotite;Rb-Sr;2100
5;Melita-01;Australia;121.1911;-29.4955;Phlogopite;Ar-Ar;2052
6;Melrose_AB02;Australia;121.721;-28.175;Zircon;U-Th-Pb;2032
9;Placer_Anom_1;Australia;122.5173;-28.8895;Phlogopite/Biotite;Rb-Sr;2010
14;Mileura-03;Australia;116.0766;-27.0938;Phlogopite;Ar-Ar;1900
25;Brockman_Creek-01;Australia;119.9752;-21.3708;Kelyphite_after_Garnet;Ar-Ar;1662
72;Timber_Creek-04;Australia;130.4798;-15.7433;Spinel;Ar-Ar;1130
153;Phillips_Range;Australia;126.125;-16.9;Clinopyroxene;Ar-Ar;1000
160;Norseman-01;Australia;121.8722;-32.2544;Phlogopite/Biotite;Rb-Sr;849
162;Bow_Hill;Australia;128.2167;-16.6333;Phlogopite;K-Ar;815
164;Pteropus-01;Australia;127.4281;-14.63;Zircon;U-Th-Pb;800
165;Skerring;Australia;127.3539;-14.1116;Zircon;U-Th-Pb;800
166;Ashmore-01;Australia;127.2924;-14.2372;Phlogopite;Ar-Ar;799
171;Seppelt-01;Australia;127.3849;-14.435;Phlogopite/Biotite;Rb-Sr;784
291;Cleve-03;Australia;136.5375;-33.5583;Phlogopite/Biotite;Rb-Sr;470
333;Launfal;Australia;136.3437;-16.8563;Phlogopite/Biotite;Ar-Ar;382
334;Palomides;Australia;136.3446;-16.8493;Phlogopite/Biotite;Ar-Ar;382
337;Ector;Australia;136.3284;-16.8067;Phlogopite/Biotite;Ar-Ar;380
341;Excalibur;Australia;136.3404;-16.8587;Phlogopite/Biotite;Ar-Ar;377
362;Emu-01;Australia;136.3542;-16.7727;Phlogopite/Biotite;K-Ar;360
398;White_Cliffs-01;Australia;142.6278;-30.7306;Whole_Rock+Mineral;Rb-Sr;260
426;Packsaddle-01;Australia;133.9056;-14.8958;Phlogopite/Biotite;Rb-Sr;238
500;Cleve-01;Australia;136.5223;-33.5978;Perovskite;U-Th-Pb;177
512;Terowie_Gorge;Australia;139.0083;-33.1681;Phlogopite/Biotite;K-Ar;173
515;Walloway-01;Australia;138.5847;-32.6083;Whole_Rock+Mineral;Rb-Sr;172
519;Orroroo-03;Australia;138.5889;-32.5681;Zircon;U-Th-Pb;170
520;Orroroo-05;Australia;138.6083;-32.5528;Zircon;U-Th-Pb;170
717;Ullawara-01;Australia;116.0899;-23.4908;Kelyphite_after_Garnet;Ar-Ar;120
607;Tajibo-01;Bolivia;-59.7788;-18.1955;Zircon;U-Th-Pb;146
31;Mochudi-01;Botswana;26.398;-24.3882;Phlogopite/Biotite;Rb-Sr;1390
32;Mosomane-02;Botswana;25.8778;-24.1071;Phlogopite;Ar-Ar;1386
33;Martins_Drift-02;Botswana;27.8627;-22.743;Phlogopite/Biotite;Ar-Ar;1364
35;Martins_Drift-04;Botswana;27.8977;-22.703;Phlogopite/Biotite;Rb-Sr;1352
36;Martins_Drift-04;Botswana;27.8978;-22.7022;Phlogopite/Biotite;Rb-Sr;1352
38;Martins_Drift-02;Botswana;27.8627;-22.743;Phlogopite/Biotite;Rb-Sr;1333
39;Martins_Drift-03;Botswana;27.8835;-22.7041;Phlogopite/Biotite;Rb-Sr;1333
40;Martins_Drift-04;Botswana;27.8977;-22.703;Phlogopite/Biotite;Rb-Sr;1333
42;Martins_Drift-02;Botswana;27.8627;-22.743;Phlogopite/Biotite;Rb-Sr;1287
185;Kgalagadi-02;Botswana;22.0205;-24.8995;Perovskite;U-Th-Pb;647
197;Kgalagadi-04;Botswana;22.615;-24.5842;Phlogopite/Biotite;Rb-Sr;589
201;Kgalagadi-07;Botswana;22.2164;-24.9314;Perovskite;U-Th-Pb;585
216;Kgalagadi-04;Botswana;22.615;-24.5842;Perovskite;U-Th-Pb;568
247;Kgalagadi-05;Botswana;22.0922;-24.9867;Perovskite;U-Th-Pb;531
264;Martins_Drift-08;Botswana;28.0788;-22.651;Clinopyroxene;Ar-Ar;513
267;Sikwane-01;Botswana;26.4436;-24.501;Phlogopite;Ar-Ar;509
274;Martins_Drift-08;Botswana;28.0789;-22.6502;Phlogopite;Ar-Ar;500
403;Jwaneng-02;Botswana;24.7014;-24.5233;Clinopyroxene;Ar-Ar;252
407;Jwaneng-02;Botswana;24.7014;-24.5233;Zircon;U-Th-Pb;250
408;Jwaneng-02;Botswana;24.7014;-24.5233;Perovskite;U-Th-Pb;250
409;Jwaneng-07;Botswana;24.77;-24.5483;Phlogopite/Biotite;Rb-Sr;250
410;Jwaneng-02;Botswana;24.7014;-24.5233;Perovskite;U-Th-Pb;249
413;Jwaneng-02;Botswana;24.7014;-24.5233;Clinopyroxene;Ar-Ar;245
416;Jwaneng-02;Botswana;24.7014;-24.5233;Clinopyroxene;Ar-Ar;244
417;Jwaneng-02;Botswana;24.7014;-24.5233;Phlogopite/Biotite;Rb-Sr;244
418;Jwaneng-07;Botswana;24.77;-24.5483;Phlogopite/Biotite;Rb-Sr;242
419;Jwaneng-02;Botswana;24.7014;-24.5233;Clinopyroxene;Ar-Ar;241
423;Jwaneng-02;Botswana;24.7014;-24.5233;Clinopyroxene;Ar-Ar;239
437;GP173N;Botswana;24.19402;-23.08496;Phlogopite;Ar-Ar;235
438;Jwaneng-02;Botswana;24.7014;-24.5233;Zircon;U-Th-Pb;235
440;Jwaneng-02;Botswana;24.7014;-24.5233;Clinopyroxene;Ar-Ar;233
453;Thankane-01;Botswana;23.9968;-24.8115;Phlogopite;Ar-Ar;220
462;Jwaneng-01;Botswana;24.8086;-24.6478;Zircon;Fission_Track;206
463;Jwaneng-02;Botswana;24.7014;-24.5233;Zircon;U-Th-Pb;206
464;Jwaneng-07;Botswana;24.77;-24.5483;Zircon;U-Th-Pb;205
501;Ditshegwane-02;Botswana;24.9305;-24.21816;Phlogopite/Biotite;Rb-Sr;177
503;Orapa_AK1;Botswana;25.37;-21.3078;Clinopyroxene;Ar-Ar;176
507;Jwaneng-20;Botswana;24.94317;-24.30205;Zircon;U-Th-Pb;175
521;Ditshegwane-02;Botswana;24.9305;-24.21816;Perovskite;U-Th-Pb;170
522;Kgare-01;Botswana;24.8829;-24.3454;Phlogopite;Ar-Ar;170
527;Ditshegwane-02;Botswana;24.9305;-24.21816;Phlogopite;Ar-Ar;168
746;Letlhakane_DK1;Botswana;25.6897;-21.5194;Perovskite;U-Th-Pb;111
752;Letlhakane_DK1;Botswana;25.6897;-21.5194;Perovskite;U-Th-Pb;109
754;Letlhakane_DK2;Botswana;25.6961;-21.5233;Perovskite;U-Th-Pb;106
764;Letlhakane_DK1;Botswana;25.6897;-21.5194;Perovskite;U-Th-Pb;103
767;Khutse-01;Botswana;24.3908;-23.3042;Perovskite;U-Th-Pb;101
777;Orapa_BK10;Botswana;25.5704;-21.4034;Zircon;U-Th-Pb;100
783;Orapa_BK9;Botswana;25.5369;-21.3117;Whole_Rock+Mineral;Rb-Sr;99
793;Orapa_BK10;Botswana;25.5704;-21.4034;Zircon;U-Th-Pb;98
797;Orapa_AK20;Botswana;25.4103;-21.3291;Zircon;U-Th-Pb;97
802;Orapa_BK1;Botswana;25.6145;-21.2792;Perovskite;U-Th-Pb;97
803;Orapa_BK12;Botswana;25.5292;-21.3051;Perovskite;U-Th-Pb;97
804;Orapa_AK8;Botswana;25.4316;-21.40595;Zircon;U-Th-Pb;96
809;Orapa_AK1;Botswana;25.37;-21.3078;Clinopyroxene;Ar-Ar;95
820;Letlhakane_DK1;Botswana;25.6897;-21.5194;Perovskite;U-Th-Pb;94
821;Go136;Botswana;24.718;-22.586;Perovskite;U-Th-Pb;94
823;Gope-02;Botswana;24.6259;-22.5898;Zircon;U-Th-Pb;94
824;Orapa_BK9;Botswana;25.5369;-21.3117;Perovskite;U-Th-Pb;94
830;Orapa_BK7;Botswana;25.58362;-21.3505;Zircon;U-Th-Pb;94
836;Letlhakane_DK1;Botswana;25.6897;-21.5194;Whole_Rock+Mineral;Rb-Sr;93
837;Orapa_AK1;Botswana;25.37;-21.3078;Phlogopite/Biotite;Rb-Sr;93
838;Orapa_AK1;Botswana;25.37;-21.3078;Zircon;U-Th-Pb;93
839;Orapa_AK6;Botswana;25.4703;-21.4956;Zircon;U-Th-Pb;93
840;Orapa_AK6;Botswana;25.4703;-21.4956;Zircon;U-Th-Pb;93
842;Orapa_AK1;Botswana;25.37;-21.3078;Perovskite;U-Th-Pb;92
843;Orapa_AK1;Botswana;25.37;-21.3078;Zircon;Fission_Track;92
844;Orapa_AK8;Botswana;25.4316;-21.40595;Zircon;U-Th-Pb;92
845;Orapa_BK4;Botswana;25.62911;-21.30616;Zircon;U-Th-Pb;92
854;Gope-02;Botswana;24.6259;-22.5898;Perovskite;U-Th-Pb;91
865;Orapa_BK1;Botswana;25.6145;-21.2792;Zircon;U-Th-Pb;90
884;Orapa_AK6;Botswana;25.4703;-21.4956;Zircon;U-Th-Pb;88
898;Kikao-03;Botswana;24.0504;-23.1547;Perovskite;U-Th-Pb;88
900;Go136;Botswana;24.718;-22.586;Perovskite;U-Th-Pb;87
907;Gope-25;Botswana;24.7675;-22.6252;Phlogopite/Biotite;Rb-Sr;87
908;Malagong_Sills;Botswana;21.5333;-26.7833;Perovskite;U-Th-Pb;87
909;Okwa-01;Botswana;21.5191;-22.5947;Phlogopite/Biotite;Rb-Sr;87
910;Orapa_AK1;Botswana;25.37;-21.3078;Zircon;Fission_Track;87
920;Orapa_AK4;Botswana;25.4115;-21.2934;Zircon;U-Th-Pb;86
921;Gope-25;Botswana;24.7675;-22.6252;Perovskite;U-Th-Pb;86
933;Quoxo_River-03;Botswana;24.1073;-22.5372;Perovskite;U-Th-Pb;85
934;Khutse-01;Botswana;24.3908;-23.3042;Phlogopite/Biotite;Rb-Sr;85
946;Orapa_AK25;Botswana;25.42102;-21.3174;Zircon;U-Th-Pb;84
952;Nxau-Nxau;Botswana;21.14181;-18.94705;Perovskite;U-Th-Pb;84
956;Go137;Botswana;24.6916;-22.572;Perovskite;U-Th-Pb;82
963;Nxau-Nxau;Botswana;21.13107;-18.94417;Perovskite;U-Th-Pb;81
970;Quoxo_River-02;Botswana;24.1747;-22.8457;Perovskite;U-Th-Pb;80
989;Molopo_M1;Botswana;22.175;-26.2042;Zircon;U-Th-Pb;78
1018;Kang_KE1;Botswana;23.95;-24.5042;Perovskite;U-Th-Pb;73
59;Salvador-01;Brazil;-42.1938;-12.0133;Phlogopite;Rb-Sr;1152
174;Brauna-11;Brazil;-39.4013;-10.9166;Kelyphite_after_Garnet;Ar-Ar;726
177;Brauna-15;Brazil;-39.4;-10.9241;Phlogopite;Ar-Ar;690
178;Brauna-03;Brazil;-39.4238;-10.9016;Phlogopite/Biotite;Rb-Sr;682
186;Brauna-07;Brazil;-39.4088;-10.9069;Perovskite;U-Th-Pb;642
328;Jaibara-01;Brazil;-46.6367;-1.9597;Phlogopite;Ar-Ar;385
397;Concordo-01;Brazil;-60.6288;-13.1333;Perovskite;U-Th-Pb;268
399;Jacare-01;Brazil;-58.9905;-14.9627;Phlogopite;Ar-Ar;259
414;Jaibara-02;Brazil;-46.6349;-1.9615;Phlogopite/Biotite;Ar-Ar;245
421;Cosmo-03;Brazil;-60.6238;-11.7852;Phlogopite;Rb-Sr;240
424;Jaibara-01;Brazil;-46.6367;-1.9597;Phlogopite;Rb-Sr;239
428;Cosmo-01;Brazil;-60.6147;-11.74;Phlogopite;Ar-Ar;237
429;Cosmo-17;Brazil;-60.5944;-11.8408;Perovskite;U-Th-Pb;237
444;Cosmo-01;Brazil;-60.6147;-11.74;Phlogopite;Rb-Sr;227
456;Moana-02;Brazil;-41.8102;-6.8833;Zircon;Fission_Track;216
460;Jacare-01;Brazil;-58.9905;-14.9627;Phlogopite;Rb-Sr;209
461;Moana-01;Brazil;-41.92;-6.8389;Phlogopite/Biotite;Rb-Sr;209
491;Cosmo-04;Brazil;-60.6238;-11.7852;Phlogopite;Ar-Ar;182
494;Cosmo-03;Brazil;-60.6238;-11.7852;Phlogopite;Ar-Ar;180
510;Traira-01;Brazil;-60.9227;-8.95;Zircon;Fission_Track;174
587;Canastra-01;Brazil;-46.5502;-20.3411;Kelyphite_after_Garnet;Ar-Ar;150
640;Moana-02;Brazil;-41.8102;-6.8833;Phlogopite;Rb-Sr;139
710;Batovi-02;Brazil;-54.1;-13.5333;Zircon;U-Th-Pb;122
723;Rosario-06;Brazil;-54.9619;-30.3425;Perovskite;U-Th-Pb;118
724;Sucesso-01;Brazil;-46.423;-18.9872;Phlogopite/Biotite;Rb-Sr;118
738;Rock-01;Brazil;-46.2002;-20.2736;Kelyphite_after_Garnet;Ar-Ar;114
749;Japecanga-01;Brazil;-47.34;-18.393;Phlogopite/Biotite;Rb-Sr;109
758;Canastra-08;Brazil;-46.745;-20.3552;Phlogopite;Ar-Ar;104
776;Tres_Ranchos-078;Brazil;-47.6775;-18.2613;Perovskite;U-Th-Pb;100
792;Tres_Ranchos-078;Brazil;-47.6775;-18.2613;Perovskite;U-Th-Pb;99
810;Limeira-08;Brazil;-46.9266;-19.3144;Phlogopite/Biotite;Rb-Sr;95
811;Tres_Ranchos-002;Brazil;-47.7869;-18.4555;Phlogopite/Biotite;Rb-Sr;95
825;Perdizes-04;Brazil;-47.4669;-18.5602;Perovskite;U-Th-Pb;94
831;Juina-03;Brazil;-58.9702;-11.6166;Zircon;U-Th-Pb;94
833;Pandrea_(Juina);Brazil;-58.9702;-11.6166;Zircon;U-Th-Pb;94
835;Acuri-01;Brazil;-59.1547;-11.3555;Perovskite;U-Th-Pb;93
853;Tres_Ranchos-004;Brazil;-47.8214;-18.3139;Perovskite;U-Th-Pb;91
862;Limeira;Brazil;-47.48333;-18.5;Perovskite;U-Th-Pb;91
870;Canabrava_X270;Brazil;-46.34096;-18.86562;Perovskite;U-Th-Pb;90
882;Perdizes-02;Brazil;-47.4666;-18.55;Phlogopite;Rb-Sr;88
885;Alpha-01;Brazil;-46.7769;-18.4755;Perovskite;U-Th-Pb;88
886;Rio_Preto-02;Brazil;-47.3955;-18.2905;Perovskite;U-Th-Pb;88
887;Rio_Preto-02;Brazil;-47.3955;-18.2905;Phlogopite;Ar-Ar;88
888;Tres_Ranchos-078;Brazil;-47.6775;-18.2613;Phlogopite/Biotite;Rb-Sr;88
897;Tres_Ranchos-078;Brazil;-47.6775;-18.2613;Phlogopite;Rb-Sr;88
901;Tres_Ranchos-072;Brazil;-47.6975;-18.2694;Phlogopite/Biotite;Ar-Ar;87
902;Tres_Ranchos-073;Brazil;-47.6911;-18.2561;Phlogopite/Biotite;Ar-Ar;87
904;Alpha-09;Brazil;-46.7675;-18.5222;Phlogopite;Rb-Sr;87
905;Perdizes-02;Brazil;-47.4666;-18.55;Perovskite;U-Th-Pb;87
906;Rio_Verde-03;Brazil;-51.1675;-17.3433;Phlogopite;Ar-Ar;87
911;Alpha-08;Brazil;-46.795;-18.5108;Phlogopite/Biotite;Rb-Sr;87
912;Tres_Ranchos-014;Brazil;-47.8466;-18.3269;Perovskite;U-Th-Pb;87
918;Rio_Preto-02;Brazil;-47.3955;-18.2905;Phlogopite;Rb-Sr;87
922;Poco_Verde-01;Brazil;-47.2114;-18.4125;Zircon;U-Th-Pb;86
923;Tres_Ranchos-078;Brazil;-47.6775;-18.2613;Phlogopite;Ar-Ar;86
931;Tres_Ranchos-082;Brazil;-47.7208;-18.2458;Phlogopite/Biotite;Ar-Ar;86
932;Joana-30;Brazil;-46.9175;-20.0194;Phlogopite;Ar-Ar;85
935;Limpeza-18;Brazil;-46.7964;-18.48;Phlogopite;Rb-Sr;85
936;Paranaiba-01;Brazil;-46.1377;-19;Phlogopite;Rb-Sr;85
937;Rio_Verde-03;Brazil;-51.1675;-17.3433;Perovskite;U-Th-Pb;85
942;Japecanga-06;Brazil;-47.3533;-18.4125;Phlogopite;Rb-Sr;85
945;Dourados-19;Brazil;-47.0613;-18.8633;Perovskite;U-Th-Pb;84
947;Pantano;Brazil;-46.7963;-18.48;Perovskite;U-Th-Pb;84
948;Santa_Rosa-04;Brazil;-47.2597;-18.6619;Phlogopite/Biotite;Rb-Sr;84
951;Lemes;Brazil;-47.55;-18.12;Perovskite;U-Th-Pb;84
953;Rio_Verde-03;Brazil;-51.1675;-17.3433;Phlogopite;Rb-Sr;83
957;Pantano;Brazil;-46.7963;-18.48;Perovskite;U-Th-Pb;82
960;Tres_Ranchos-004;Brazil;-47.8214;-18.3139;Phlogopite;Rb-Sr;82
964;Tres_Ranchos-027;Brazil;-47.8238;-18.44;Perovskite;U-Th-Pb;81
971;Alpha-09;Brazil;-46.7675;-18.5222;Perovskite;U-Th-Pb;80
972;Esperanca-01;Brazil;-45.9516;-19.9805;Zircon;U-Th-Pb;80
973;Joana-05;Brazil;-46.9;-20.0538;Zircon;U-Th-Pb;80
977;Indaia;Brazil;-47.46667;-18.56667;Perovskite;U-Th-Pb;80
978;Limpeza-18;Brazil;-46.7964;-18.48;Perovskite;U-Th-Pb;80
980;Paranaiba-14;Brazil;-46.2377;-18.8577;Perovskite;U-Th-Pb;79
981;Alpha-06;Brazil;-46.8041;-18.5188;Phlogopite;Rb-Sr;79
982;Joana-06;Brazil;-46.9014;-20.0527;Zircon;U-Th-Pb;79
984;Malaquias;Brazil;-46.31667;-18.45;Perovskite;U-Th-Pb;79
985;Joana-02;Brazil;-46.8988;-20.0544;Perovskite;U-Th-Pb;79
987;407_437_PK16_1;Brazil;Phlogopite;Rb-Sr;78.4;;0
990;Pantano;Brazil;-46.7963;-18.48;Zircon;U-Th-Pb;78
996;Dourados-19;Brazil;-47.0613;-18.8633;Perovskite;U-Th-Pb;77
997;Omega-17;Brazil;-46.8238;-18.5941;Perovskite;U-Th-Pb;77
1004;Tres_Ranchos-081;Brazil;-47.7197;-18.2488;Perovskite;U-Th-Pb;75
1010;Sucesso-08;Brazil;-46.8033;-18.6766;Phlogopite;Rb-Sr;74
1036;Mirante-01;Brazil;-50.1891;-27.8;Phlogopite;Ar-Ar;69
15;Lac_Castignon-02;Canada;-68.76704;56.41953;Zircon;U-Th-Pb;1880
16;Lac_Castignon-01;Canada;-68.81321;56.48383;Whole_Rock;K-Ar;1873
18;Owens;Canada;-82.52083;49.44104;Phlogopite;K-Ar;1842
45;Nemag_Lake;Canada;-81.25353;46.35894;Phlogopite/Biotite;K-Ar;1196
64;Marathon_Dykes;Canada;-86.36328;48.7137;Perovskite;U-Th-Pb;1144
83;Kyle_Lake;Canada;-85.4041;52.46339;Phlogopite;Rb-Sr;1123
101;Bachelor_Lake;Canada;-76.14491;49.49819;Phlogopite/Biotite;K-Ar;1100
130;Dead_Horse_Creek;Canada;-86.67367;48.83751;Phlogopite;Rb-Sr;1085
151;Kyle-05;Canada;-85.2576;53.07604;Perovskite;U-Th-Pb;1076
154;Le_Tac;Canada;-76.141;49.42466;Phlogopite;Ar-Ar;1000
155;Badgerow;Canada;-81.7351;46.6422;Zircon;U-Th-Pb;975
170;Vader;Canada;-78.5633;52.90068;Phlogopite;Ar-Ar;790
179;Amon;Canada;-80.21584;70.6961;Rutile;U-Th-Pb;673
183;Baffin-01;Canada;-80.06341;70.50152;Phlogopite;Ar-Ar;655
184;Gerle_Gold;Canada;-109.3461;63.3697;Kelyphite_after_Garnet;Ar-Ar;650
188;Renard-01;Canada;-72.19752;52.82296;Perovskite;U-Th-Pb;632
191;Anuri;Canada;-112.99394;66.55716;Phlogopite;Rb-Sr;613
